Plant_ID,Height_cm,Leaf_Count,New_Growth_Count,Health_Notes,Watering_Amount_ml,Watering_Frequency_days,Sunlight_Exposure,Room_Temperature_C,Humidity_%,Fertilizer_Type,Fertilizer_Amount_ml,Pest_Presence,Pest_Severity,Soil_Moisture_%,Soil_Type,Health_Score
Codiaeum variegatum,28.99,20,8,New bud,138,2,Filtered sunlight through curtain,24.6,43.5,None,20,None,Low,43.6,Clay,5
Schefflera arboricola,31.56,49,6,Dark green color,451,6,6h full sun,19.3,59.5,Chemical,29,Whiteflies,None,50.8,Peaty,4
Zamioculcas zamiifolia,28.79,26,5,Dark green color,302,3,3h direct morning sun,24.1,60.5,Compost,89,Fungus gnats,None,56.6,Loamy,4
Nephrolepis exaltata,41.09,24,9,Dark green color,393,1,Low light corner,19.7,37.7,Organic,19,Aphids,High,53.8,Chalky,1
Dracaena trifasciata,14.6,47,0,Wilting,243,1,Low light corner,25.4,69.7,Organic,15,Fungus gnats,Low,26,Sandy,1
Begonia maculata,27.4,31,9,Strong stem,225,2,Indirect light all day,21.2,69.3,None,66,Spider mites,None,39.3,Loamy,1
Nephrolepis exaltata,6.82,45,8,Strong stem,82,1,Indirect light all day,22.6,41.9,Compost,48,Whiteflies,None,13.9,Peaty,3
Peperomia obtusifolia,4.26,20,4,Strong stem,107,4,6h full sun,24.9,44.4,None,57,Whiteflies,None,22.9,Clay,1
Sansevieria cylindrica,24.18,38,4,Leaf drop,250,6,Low light corner,21.7,76.9,Compost,43,Aphids,None,14.7,Loamy,5
Peperomia obtusifolia,30.43,36,5,New bud,77,6,3h direct morning sun,23.8,71.3,Compost,24,Whiteflies,Low,25.8,Clay,4
Nephrolepis exaltata,41.31,30,8,New bud,84,6,3h direct morning sun,19.5,64.9,None,22,Spider mites,Low,53.8,Chalky,5
Begonia maculata,49.2,29,7,Brittle leaves,174,5,3h direct morning sun,25.9,34.1,Compost,58,Whiteflies,None,27.4,Peaty,1
Calathea orbifolia,38.2,6,7,Brittle leaves,443,3,6h full sun,29.3,50.9,Chemical,0,None,Moderate,38.1,Peaty,3
Sansevieria cylindrica,32.27,16,7,Leaf drop,370,4,6h full sun,32.4,58,Compost,96,Fungus gnats,High,31.7,Sandy,3
Schefflera arboricola,26.6,44,0,Yellowing leaves,91,3,Filtered sunlight through curtain,24.3,39.4,Compost,14,Spider mites,Low,32.9,Silty,4
Monstera deliciosa,9.69,13,0,None,134,4,3h direct morning sun,26.4,52.4,None,80,Spider mites,Low,58.5,Peaty,5
Epipremnum aureum,23.54,16,7,Brittle leaves,442,3,3h direct morning sun,18.7,60.1,Organic,97,Fungus gnats,Moderate,24.8,Loamy,2
Sansevieria cylindrica,37.9,30,4,Dark green color,237,2,6h full sun,28.5,46.4,Liquid feed,80,Fungus gnats,Low,41.4,Loamy,5
